2013-08-27	1.53	6.52	23.82	77.03	225.51	605.69	
2013-08-28	1.76	7.52	27.47	88.84	259.91	697.05	
2013-08-29	2.03	8.67	31.69	102.44	299.52	801.89	
2013-08-30	2.34	10.00	36.55	118.12	345.10	922.11	
2013-08-31	2.70	11.54	42.15	136.20	397.56	1059.87	
2013-09-01	3.12	13.30	48.58	156.90	457.50	1216.47	
2013-09-02	3.59	15.30	55.88	180.38	525.27	1392.46	
2013-09-03	4.12	17.57	64.12	206.81	601.32	1588.52	
2013-09-04	4.72	20.10	73.32	236.26	685.66	1804.12	
2013-09-05	5.39	22.97	83.72	269.47	780.41	2044.27	
2013-09-06	6.15	26.20	95.38	306.61	885.82	2308.82	
2013-09-07	7.01	29.81	108.42	347.99	1002.66	2598.80	
2013-09-08	7.97	33.87	123.01	394.15	1132.21	2916.52	
2013-09-09	9.04	38.36	139.13	444.94	1273.73	3258.85	
2013-09-10	10.24	43.36	156.99	500.95	1428.63	3628.10	
2013-09-11	11.58	48.98	177.03	563.55	1600.49	4031.57	
2013-09-12	13.07	55.15	198.92	631.53	1785.32	4457.73	
2013-09-13	14.70	61.91	222.81	705.22	1983.63	4906.21	
2013-09-14	16.62	69.85	250.89	791.75	2215.07	5421.16	
2013-09-15	18.88	79.24	284.09	893.92	2486.39	6013.52	
2013-09-16	21.49	90.07	322.35	1011.17	2794.57	6670.53	
2013-09-17	24.40	102.12	364.74	1140.16	3128.82	7362.92	
2013-09-18	27.58	115.17	410.32	1277.52	3478.68	8064.55	
2013-09-19	31.14	129.76	461.07	1429.27	3859.14	8803.72	
2013-09-20	35.29	146.78	520.22	1605.28	4294.20	9622.56	
2013-09-21	40.13	166.66	589.19	1809.30	4790.26	10522.87	
2013-09-22	45.68	189.37	667.76	2039.74	5339.05	11477.50	
2013-09-23	51.97	215.07	756.21	2296.45	5936.03	12468.18	
2013-09-24	59.23	244.71	857.91	2588.60	6598.61	13514.10	
2013-09-25	67.62	278.91	974.79	2920.50	7330.26	14606.98	
2013-09-26	77.05	317.22	1104.79	3283.96	8104.94	15694.84	
2013-09-27	87.78	360.68	1251.29	3687.04	8933.87	16786.24	
2013-09-28	100.05	410.28	1417.42	4136.30	9822.52	17878.94	
2013-09-29	113.94	466.19	1603.11	4628.40	10754.41	18943.71	
2013-09-30	129.93	530.38	1814.61	5177.18	11746.61	19994.06	
2013-10-01	148.25	603.71	2054.04	5783.55	12787.97	21010.13	
2013-10-02	169.13	686.96	2322.87	6445.92	13862.87	21972.46	
2013-10-03	193.11	782.17	2626.78	7172.52	14972.27	22880.69	
2013-10-04	220.81	891.73	2972.07	7970.91	16113.17	23731.27	
2013-10-05	252.76	1017.57	3362.82	8840.84	17269.50	24512.57	
2013-10-06	289.47	1161.32	3801.56	9776.71	18419.50	25213.74	
2013-10-07	331.57	1325.11	4291.70	10773.60	19545.69	25831.13	
2013-10-08	379.96	1511.94	4838.51	11828.75	20635.90	26366.65	
2013-10-09	435.73	1725.59	5448.39	12939.31	21679.92	26824.25	
2013-10-10	499.81	1968.68	6122.80	14091.09	22659.81	27205.50	
2013-10-11	573.14	2243.78	6861.66	15267.38	23561.38	27515.08	
2013-10-12	657.15	2554.95	7667.63	16456.64	24379.45	27761.27	
2013-10-13	753.44	2906.48	8541.98	17645.22	25110.55	27952.23	
2013-10-14	863.82	3302.97	9484.46	18818.46	25753.51	28096.03	
2013-10-15	988.59	3742.57	10477.55	19943.80	26301.08	28198.93	
2013-10-16	1125.32	4213.33	11482.87	20976.61	26746.74	28267.91	
2013-10-17	1267.93	4691.31	12444.01	21871.60	27090.17	28327.78	
2013-10-18	1411.55	5158.80	13328.59	22621.61	27348.02	28383.81	
2013-10-19	1553.29	5606.31	14126.37	23241.73	27540.79	28438.61	
2013-10-20	1692.20	6031.56	14842.27	23755.65	27686.55	28490.69	
2013-10-21	1838.20	6467.04	15538.77	24221.65	27808.27	28545.91	
2013-10-22	1982.92	6885.30	16171.77	24615.92	27902.99	28596.45	
2013-10-23	2099.62	7205.16	16622.42	24874.35	27959.60	28629.13	
2013-10-24	2181.33	7411.12	16884.86	25008.94	27985.64	28643.80	
2013-10-25	2252.11	7580.12	17086.00	25104.20	28002.37	28652.75	
2013-10-26	2316.60	7726.69	17249.57	25175.64	28013.60	28657.69	
2013-10-27	2389.44	7894.11	17439.45	25261.34	28027.93	28664.72	
2013-10-28	2476.11	8096.71	17673.80	25370.64	28047.21	28676.14	
2013-10-29	2575.74	8330.31	17944.03	25497.39	28069.86	28691.03	
2013-10-30	2716.99	8672.39	18350.69	25694.43	28106.38	28717.74	
2013-10-31	2877.92	9056.85	18795.39	25903.36	28143.58	28746.97	
2013-11-01	3037.76	9425.82	19201.85	26084.52	28173.79	28773.08	
2013-11-02	3226.36	9856.73	19665.22	26285.64	28206.01	28804.14	
2013-11-03	3432.84	10317.17	20140.78	26483.15	28235.66	28836.33	
2013-11-04	3638.91	10759.82	20574.35	26653.36	28259.23	28864.63	
2013-11-05	3826.06	11142.02	20925.36	26782.18	28276.20	28890.26	
2013-11-06	3977.34	11430.33	21169.02	26863.95	28287.51	28902.49	
2013-11-07	4122.86	11700.61	21390.50	26936.23	28298.16	28915.75	
2013-11-08	4301.82	12037.76	21670.76	27029.97	28313.51	28936.21	
2013-11-09	4516.11	12440.09	22001.86	27140.00	28333.75	28959.81	
2013-11-10	4714.02	12794.33	22276.99	27226.17	28350.48	28980.89	
2013-11-11	4862.11	13035.78	22444.66	27272.30	28358.76	28988.31	
2013-11-12	5023.84	13298.62	22627.11	27323.08	28368.88	28996.81	
2013-11-13	5227.37	13636.16	22867.41	27392.75	28385.19	29012.38	
2013-11-14	5440.66	13981.99	23107.07	27460.61	28402.73	29029.75	
2013-11-15	5627.86	14269.27	23293.89	27510.04	28415.63	29039.77	
2013-11-16	5793.92	14511.60	23442.56	27546.92	28425.23	29045.66	
2013-11-17	5987.01	14797.01	23621.28	27592.95	28438.92	29054.72	
2013-11-18	6181.38	15077.08	23791.90	27635.84	28452.21	29066.56	
2013-11-19	6305.21	15229.75	23867.12	27649.53	28454.70	29066.21	
2013-11-20	6330.99	15214.72	23821.48	27626.77	28442.66	29050.87	
2013-11-21	6316.16	15133.01	23728.30	27589.17	28425.70	29034.91	
2013-11-22	6279.18	15014.61	23607.39	27541.87	28406.52	29011.18	
2013-11-23	6271.23	14945.37	23521.64	27504.70	28391.68	28993.38	
2013-11-24	6225.72	14810.55	23383.98	27448.84	28372.08	28967.28	
2013-11-25	6063.33	14472.01	23082.87	27333.18	28338.90	28920.80	
2013-11-26	5846.39	14033.13	22688.57	27176.03	28301.11	28862.91	
2013-11-27	5707.21	13728.43	22393.53	27048.80	28273.82	28823.62	
2013-11-28	5632.97	13537.69	22188.65	26952.36	28255.41	28795.22	
2013-11-29	5517.73	13269.73	21909.27	26820.22	28229.40	28757.92	
2013-11-30	5400.82	12995.84	21616.16	26675.82	28198.64	28717.80	
2013-12-01	5304.75	12757.85	21348.20	26536.29	28166.32	28679.28	
2013-12-02	5182.50	12468.34	21022.96	26363.04	28123.76	28633.06	
2013-12-03	5065.37	12186.70	20696.68	26181.39	28075.78	28587.80	
2013-12-04	4995.90	11994.88	20453.83	26035.44	28033.71	28550.60	
2013-12-05	4939.94	11828.12	20231.99	25895.51	27990.77	28515.81	
2013-12-06	4842.75	11581.50	19921.90	25702.08	27929.98	28475.48	
2013-12-07	4734.50	11314.61	19584.93	25486.54	27858.83	28435.70	
2013-12-08	4660.25	11115.70	19318.08	25305.62	27794.91	28404.81	
2013-12-09	4633.45	11010.95	19153.77	25182.35	27747.41	28383.98	
2013-12-10	4599.64	10893.07	18973.51	25046.72	27693.98	28363.32	
2013-12-11	4523.90	10693.20	18697.60	24847.19	27615.66	28336.55	
2013-12-12	4395.53	10389.35	18295.54	24558.35	27499.98	28302.53	
2013-12-13	4227.19	10005.05	17787.64	24185.17	27343.92	28263.53	
2013-12-14	4073.82	9648.86	17301.02	23810.30	27177.21	28225.90	
2013-12-15	3919.21	9287.41	16794.32	23403.26	26985.75	28177.75	
2013-12-16	3719.88	8830.47	16146.99	22865.55	26719.47	28103.70	
2013-12-17	3488.27	8301.98	15380.53	22198.53	26367.31	27994.48	
2013-12-18	3268.63	7794.91	14618.72	21496.97	25969.27	27856.93	
2013-12-19	3066.33	7321.21	13881.41	20779.06	25532.38	27690.39	
2013-12-20	2862.12	6839.96	13110.33	19989.15	25018.85	27476.28	
2013-12-21	2651.06	6340.69	12288.34	19103.54	24403.38	27196.26	
2013-12-22	2467.03	5898.80	11535.75	18247.00	23764.93	26879.58	
2013-12-23	2288.64	5466.69	10779.05	17342.36	23045.06	26492.81	
2013-12-24	2100.60	5010.64	9962.35	16320.09	22177.40	25988.24	
2013-12-25	1926.42	4584.87	9179.32	15290.45	21241.73	25397.58	
2013-12-26	1777.19	4215.78	8481.85	14328.72	20308.31	24760.09	
2013-12-27	1648.80	3894.72	7860.47	13435.04	19387.51	24084.04	
2013-12-28	1540.55	3620.85	7318.63	12625.67	18507.04	23393.13	
2013-12-29	1444.22	3375.67	6825.74	11866.31	17641.25	22672.06	
2013-12-30	1357.27	3154.03	6375.10	11154.11	16795.09	21928.29	
2013-12-31	1289.69	2978.79	6011.63	10562.62	16062.56	21249.77	
2014-01-01	1223.13	2807.15	5654.31	9971.90	15309.07	20522.13	
2014-01-02	1146.43	2613.94	5255.47	9307.87	14442.04	19652.54	
2014-01-03	1071.93	2427.68	4870.19	8656.89	13566.51	18735.28	
2014-01-04	996.66	2241.52	4485.35	7998.69	12656.89	17741.68	
2014-01-05	923.93	2063.29	4116.91	7360.97	11752.07	16712.06	
2014-01-06	859.31	1905.23	3788.73	6784.97	10912.85	15718.08	
2014-01-07	793.38	1746.08	3459.70	6203.66	10049.05	14659.92	
2014-01-08	740.35	1617.56	3192.10	5724.27	9319.47	13733.73	
2014-01-09	694.25	1505.41	2957.14	5298.35	8657.90	12867.56	
2014-01-10	638.01	1371.83	2680.99	4799.14	7875.46	11820.36	
2014-01-11	575.50	1226.01	2382.25	4258.61	7017.39	10641.18	
2014-01-12	519.02	1095.27	2114.88	3772.04	6232.45	9531.03	
2014-01-13	466.95	975.89	1871.80	3328.33	5507.66	8480.85	
2014-01-14	428.63	887.87	1691.96	2997.67	4960.05	7669.16	
2014-01-15	399.93	821.39	1555.13	2743.81	4534.11	7025.47	
2014-01-16	370.46	754.15	1418.16	2490.98	4109.47	6378.44	
2014-01-17	344.39	694.97	1297.90	2268.93	3734.76	5801.40	
2014-01-18	321.02	642.09	1190.72	2070.93	3399.26	5279.95	
2014-01-19	295.04	584.57	1075.83	1860.69	3044.39	4727.02	
2014-01-20	268.79	527.36	962.84	1655.38	2698.58	4186.26	
2014-01-21	244.34	474.69	859.73	1468.98	2384.97	3693.94	
2014-01-22	225.30	433.66	779.38	1323.55	2139.49	3306.01	
2014-01-23	208.20	397.01	707.93	1194.58	1921.83	2961.02	
2014-01-24	189.09	356.98	631.20	1057.78	1692.87	2599.60	
2014-01-25	171.12	319.85	560.82	933.34	1485.70	2273.15	
2014-01-26	157.89	292.44	508.75	841.14	1331.86	2029.84	
2014-01-27	145.26	266.52	459.92	755.22	1189.12	1804.53	
2014-01-28	131.16	238.21	407.49	664.18	1039.39	1569.84	
2014-01-29	118.45	212.97	361.14	584.24	908.60	1365.45	
2014-01-30	107.61	191.53	321.97	516.96	798.82	1194.16	
2014-01-31	97.30	171.36	285.43	454.62	697.65	1036.89	
2014-02-01	86.96	151.44	249.76	394.37	600.62	886.91	
2014-02-02	77.28	133.05	217.22	339.92	513.60	753.20	
2014-02-03	69.24	117.92	190.66	295.79	443.51	646.02	
2014-02-04	62.44	105.24	168.61	259.43	386.13	558.74	
2014-02-05	57.36	95.79	152.20	232.45	343.65	494.30	
2014-02-06	53.01	87.75	138.32	209.74	308.08	440.54	
2014-02-07	48.72	79.93	124.98	188.16	274.59	390.36	
2014-02-08	44.80	72.86	113.04	168.98	245.02	346.30	
2014-02-09	40.90	65.91	101.43	150.52	216.82	304.61	
2014-02-10	36.83	58.80	89.71	132.11	188.98	263.81	
2014-02-11	33.03	52.21	78.96	115.35	163.81	227.18	
2014-02-12	29.16	45.59	68.29	98.89	139.33	191.82	
2014-02-13	25.48	39.39	58.41	83.80	117.07	159.92	
2014-02-14	22.10	33.78	49.56	70.43	97.51	132.12	
2014-02-15	19.49	29.48	42.85	60.36	82.92	111.52	
2014-02-16	17.71	26.55	38.28	53.52	73.01	97.57	
2014-02-17	16.35	24.31	34.78	48.30	65.46	86.95	
2014-02-18	15.05	22.19	31.51	43.44	58.49	77.23	
2014-02-19	14.01	20.49	28.89	39.58	52.97	69.54	
2014-02-20	13.05	18.95	26.53	36.11	48.04	62.71	
2014-02-21	11.92	17.18	23.88	32.27	42.66	55.36	
2014-02-22	10.98	15.70	21.68	29.11	38.26	49.37	
2014-02-23	10.28	14.60	20.03	26.74	34.95	44.87	
2014-02-24	9.53	13.45	18.33	24.33	31.61	40.37	
2014-02-25	8.62	12.07	16.33	21.53	27.81	35.31	
2014-02-26	7.73	10.75	14.44	18.92	24.29	30.66	
2014-02-27	6.95	9.59	12.81	16.68	21.28	26.72	
2014-02-28	6.29	8.62	11.45	14.82	18.80	23.48	
2014-03-01	5.74	7.82	10.31	13.28	16.76	20.83	
2014-03-02	5.21	7.06	9.26	11.86	14.89	18.41	
2014-03-03	4.71	6.34	8.27	10.53	13.16	16.19	
2014-03-04	4.27	5.71	7.40	9.37	11.65	14.26	
2014-03-05	3.87	5.14	6.63	8.34	10.32	12.57	
2014-03-06	3.48	4.59	5.89	7.38	9.07	11.00	
2014-03-07	3.14	4.12	5.26	6.55	8.02	9.67	
2014-03-08	2.89	3.78	4.80	5.95	7.25	8.71	
2014-03-09	2.65	3.46	4.37	5.39	6.54	7.83	
2014-03-10	2.46	3.19	4.02	4.94	5.97	7.12	
2014-03-11	2.32	3.00	3.76	4.61	5.56	6.60	
2014-03-12	2.17	2.79	3.49	4.26	5.12	6.06	
2014-03-13	2.05	2.62	3.27	3.98	4.76	5.62	
2014-03-14	1.92	2.46	3.05	3.70	4.42	5.20	
2014-03-15	1.80	2.29	2.83	3.42	4.07	4.78	
2014-03-16	1.68	2.13	2.63	3.17	3.76	4.40	
2014-03-17	1.54	1.95	2.39	2.88	3.40	3.97	
2014-03-18	1.37	1.72	2.11	2.53	2.98	3.46	
2014-03-19	1.22	1.53	1.87	2.23	2.63	3.05	
2014-03-20	1.12	1.41	1.71	2.04	2.39	2.77	
2014-03-21	1.06	1.32	1.60	1.91	2.23	2.58	
2014-03-22	0.99	1.24	1.50	1.78	2.08	2.40	
2014-03-23	0.94	1.17	1.41	1.67	1.94	2.23	
2014-03-24	0.89	1.10	1.33	1.57	1.82	2.09	
2014-03-25	0.83	1.03	1.23	1.45	1.69	1.93	
2014-03-26	0.78	0.97	1.16	1.37	1.58	1.81	
2014-03-27	0.74	0.91	1.09	1.28	1.48	1.69	
2014-03-28	0.68	0.84	1.00	1.17	1.35	1.54	
2014-03-29	0.63	0.77	0.92	1.08	1.24	1.41	
2014-03-30	0.59	0.72	0.86	1.01	1.15	1.31	
2014-03-31	0.56	0.69	0.82	0.95	1.09	1.24	
2014-04-01	0.53	0.65	0.77	0.90	1.03	1.16	
2014-04-02	0.50	0.61	0.72	0.84	0.96	1.08	
2014-04-03	0.46	0.56	0.67	0.77	0.88	0.99	
2014-04-04	0.43	0.52	0.61	0.71	0.81	0.91	
2014-04-05	0.39	0.48	0.56	0.65	0.74	0.83	
2014-04-06	0.36	0.44	0.52	0.60	0.68	0.76	
2014-04-07	0.34	0.41	0.48	0.56	0.63	0.71	
2014-04-08	0.31	0.37	0.44	0.51	0.57	0.64	
2014-04-09	0.28	0.33	0.39	0.45	0.51	0.57	
2014-04-10	0.25	0.30	0.35	0.41	0.46	0.52	
2014-04-11	0.23	0.28	0.33	0.38	0.43	0.47	
2014-04-12	0.22	0.27	0.31	0.36	0.41	0.45	
2014-04-13	0.21	0.26	0.30	0.35	0.39	0.44	
2014-04-14	0.20	0.24	0.28	0.32	0.36	0.41	
2014-04-15	0.18	0.22	0.25	0.29	0.33	0.36	
2014-04-16	0.16	0.19	0.22	0.25	0.29	0.32	
2014-04-17	0.14	0.17	0.19	0.22	0.25	0.28	
2014-04-18	0.12	0.14	0.17	0.19	0.22	0.24	
2014-04-19	0.11	0.13	0.15	0.17	0.19	0.21	
2014-04-20	0.09	0.11	0.13	0.15	0.17	0.19	
2014-04-21	0.08	0.10	0.11	0.13	0.14	0.16	
2014-04-22	0.07	0.08	0.10	0.11	0.13	0.14	
2014-04-23	0.06	0.07	0.09	0.10	0.11	0.12	
2014-04-24	0.05	0.06	0.07	0.08	0.09	0.10	
2014-04-25	0.04	0.05	0.06	0.07	0.08	0.09	
2014-04-26	0.04	0.05	0.05	0.06	0.07	0.08	
2014-04-27	0.03	0.04	0.05	0.06	0.06	0.07	
2014-04-28	0.03	0.04	0.05	0.05	0.06	0.07	
2014-04-29	0.03	0.04	0.04	0.05	0.06	0.06	
2014-04-30	0.03	0.03	0.04	0.05	0.05	0.06	
2014-05-01	0.03	0.03	0.04	0.04	0.05	0.05	
2014-05-02	0.02	0.03	0.03	0.03	0.04	0.04	
2014-05-03	0.02	0.02	0.03	0.03	0.03	0.04	
2014-05-04	0.01	0.02	0.02	0.02	0.03	0.03	
2014-05-05	0.01	0.01	0.02	0.02	0.02	0.02	
2014-05-06	0.01	0.01	0.01	0.02	0.02	0.02	
2014-05-07	0.01	0.01	0.01	0.01	0.01	0.02	
2014-05-08	0.01	0.01	0.01	0.01	0.01	0.01	
2014-05-09	0.00	0.01	0.01	0.01	0.01	0.01	
2014-05-10	0.00	0.00	0.01	0.01	0.01	0.01	
2014-05-11	0.00	0.00	0.00	0.00	0.01	0.01	
2014-05-12	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-13	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-14	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-15	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-16	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-17	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-18	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-19	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-20	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-21	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-22	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-23	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-24	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-25	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-26	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-27	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-28	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-29	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-30	0.00	0.00	0.00	0.00	0.00	0.00	
2014-05-31	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-01	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-02	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-03	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-04	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-05	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-06	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-07	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-08	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-09	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-10	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-11	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-12	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-13	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-14	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-15	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-16	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-17	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-18	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-19	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-20	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-21	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-22	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-23	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-24	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-25	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-26	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-27	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-28	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-29	0.00	0.00	0.00	0.00	0.00	0.00	
2014-06-30	0.00	0.00	0.00	0.00	0.00	0.00	
